country,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0409983515622998,109.29888932387213,314354644.88327795,1.788008378821186e-06,5.142492686335991,0.0,0.086087198,56795.852,109.29888932387213,113.77996361374113,113.77996361374113,109.29888932387213,1.788008378821186e-06,0.004684841967579156,1.0,0.0,65.57923726924358,0.0,306540.6750967944,3.390569588824206,0.0,0.19179090180000002,2.1059999999999994,2.1059999999999994,147.29237001270198,423627732.6859022,0.012966824585420601,0.7420539795404648,0.009622083785614495
Algeria,13921.18002,13974.66622,40606052,0.094,0.71304,3843.752322,1,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.0749118148570513,57.81974373705297,2347831520.813447,8.022350724672084e-07,32.57559906882724,30.323205730159295,0.15218446000000002,69605.90009999998,57.81974373705295,62.151125674965215,62.151125674965215,57.81974373705297,8.022350724672084e-07,0.008855015927648233,0.9999999999999998,30.323205730159295,77.03533419021299,30.3232057301593,240925.5186881921,3.387029213793623,2.4000000000000004,0.15626269645967916,0.9503924000000001,0.8591547296000002,89.66237928841947,3640835235.829284,0.006440716890350182,0.6448606895770921,0.0041533651352820425
Angola,5984.6404219999995,6024.726138,28813463,0.054000000000000006,0.44819,3110.808183,1,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.43239739052511456,1.0,0.12735853573367692,1.1218684613662162,8.786108876009777,253158223.01287937,7.364829378747075e-07,21.22062388058418,0.0,0.18571632000000005,29923.20211,8.786108876009777,9.856858446125147,9.856858446125147,8.786108876009777,7.364829378747075e-07,0.0015207822274710043,0.9999999999999998,0.0,3.059244544933867,0.0,69203.01270472628,3.397561979191923,0.0,0.13004843279721207,3.0999999999999988,3.0999999999999988,23.200253800421507,668479654.4690545,0.0038766328742384564,0.37870744654742305,0.0014681097370046433
Antigua and Barbuda,21013.01763000001,20777.613080000006,100963,0.0103,0.23393000000000005,14353.37881,1,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4166666666666667,0.4005106416086056,1.0,0.13901490701349917,1.1114334015959364,2072.1159773448508,209207045.42066818,1.9108319042032255e-05,1.9292332154407026,27.857744830781044,0.15300000000000002,84052.07052000005,2072.1159773448503,2303.0189092016753,2303.0189092016753,2072.1159773448508,1.9108319042032255e-05,0.1650964983948586,0.9999999999999997,27.857744830781044,100.28788139081175,27.857744830781044,209862.2652881692,2.5286288530776004,1.2000000000000002,0.16390495997237436,0.9439571109442396,0.8871606459462303,3961.160806323269,399930678.4888162,0.18850985023055286,0.5231082701911763,0.09861106166810223
Argentina,18489.434889999997,10405.0,43847430,0.05,0.91893,12449.21685,1,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.4,0.2695495148851759,1.0,0.1541967379,1.068575875150691,80.21683341862222,3517301988.1446986,6.610184672941575e-07,28.983960973387855,7.549502953609929,0.050750804000000004,92447.17444999999,80.21683341862222,85.71777297212144,85.71777297212142,80.21683341862222,6.610184672941575e-07,0.0030324152141462564,0.9999999999999998,7.549502953609929,25.73694188730658,7.549502953609929,342969.17391738243,3.3953720234242892,3.2000000000000006,0.1616266216,2.289462949999999,1.9964116923999993,113.06352157200851,4957544847.682133,0.00611503392313839,0.7094846534346915,0.004338522723699222
Armenia,8190.239289,8174.366731999998,2924816,0.079,0.62558,3606.152057,1,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,1.0,0.3524222720091001,1.1003673403838623,57.629091043419734,168554487.54925072,1.3574323110539193e-06,3.97023974228748,1.588206187952983,0.020931459799999996,40951.19644499999,57.62909104341973,63.413169640187235,63.413169640187235,57.629091043419734,1.3574323110539193e-06,0.011016746984863712,0.9999999999999998,1.5882061879529827,9.3423893408999,1.5882061879529832,111676.23202299676,3.3812983202529328,1.6000000000000003,0.40256331958,1.2499999999999998,1.1699999999999997,68.46219441450363,200239321.61865085,0.008358998070600037,0.8417651747255575,0.007036313471429238
Australia,44260.57597000001,44414.02948000001,24127159,0.073,0.89554,49927.81951,1,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.27360239086009513,1.0,0.22769110058000006,1.0699021942166627,88.39363947772338,2132687394.2677088,1.5836905584814404e-07,3.8209953911280508,12.403176861782208,0.65936592,221302.87985000003,88.39363947772337,94.57254883201281,94.57254883201283,88.39363947772338,1.5836905584814404e-07,0.0012700219247559535,0.9999999999999998,12.403176861782208,16.91342299333937,12.403176861782208,808848.4868656058,3.3981335085652433,3.9999999999999996,0.2823365920000001,2.854399999999999,2.397696,100.3843519922194,2421989221.628244,0.002268030855727234,0.880551975716042,0.0019971190509955614
Austria,44438.72481999998,44143.70016,8747358,0.079,0.66032,44176.51522,1,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729006,1.0,0.4837075332999999,1.0563787998373693,97.81411965078274,855615122.0402317,1.680344275300076e-07,1.4698572939300323,39.172330711618706,0.64525414,222193.62409999996,97.81411965078276,103.32876232384271,103.32876232384271,97.81411965078274,1.680344275300076e-07,0.0021940994067728434,0.9999999999999998,39.172330711618706,56.021296816612164,39.172330711618706,956582.7516675899,3.396836743359511,3.9999999999999996,0.4944901699999999,1.528,1.2835199999999998,107.11391156540083,936963731.2429014,0.0024103732048853348,0.9131784865410327,0.0022011009552362487
Azerbaijan,16001.323400000005,15994.00974,9762274,0.084,0.54895,3876.936433,1,0.2,1.5,0.06,0.8,0.05,0.0,0.2375,0.5982212831852317,1.0,0.43154867302399996,1.176134960462112,41.326689345628544,403442464.9049066,3.7812558808452944e-07,3.691365597292311,0.0,0.0571493,80006.617,41.326689345628544,48.60576413955081,48.60576413955081,41.326689345628544,3.7812558808452944e-07,0.006481208391686572,0.9999999999999998,0.0,4.346685440492808,0.0,133740.8401352831,3.3870845733818724,0.0,0.4859833592,1.2499999999999998,1.2499999999999998,52.07725558399805,508392438.17901903,0.0032545592812653255,0.7935650387522941,0.0025827044621589564
Bangladesh,3319.353556000001,3319.353556,162951560,0.086,0.35035,1358.779752,1,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,1.0,0.14815265559800003,1.0751731130415736,74.12561736339845,12078884985.328869,7.104664671981511e-06,1157.7161915762754,18.24822505244576,0.08737927799999998,16596.767780000002,74.12561736339848,79.69787077673364,79.69787077673364,74.12561736339845,7.104664671981511e-06,0.01733380638164797,1.0,18.248225052445765,44.02610819975942,18.24822505244576,57287.737253500105,3.3746015744722,3.2000000000000006,0.13804606460000002,2.3566042902633697,2.0549589411096583,92.44756697917758,15064475257.461473,0.027851075644554676,0.801812527744447,0.02233134136296219
