country,hazard,rp,gdp_pc_pp,gdp_pc_pp_A,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,need,aid,unif_aid
Albania,earthquake,1.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,52.630498662650325,0.002259587527818563,0.0011323524132994683,0.5,567.95852,31.630101429869278,0.0,0.0
Albania,earthquake,20.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,169.8861421548372,0.007293729258064202,0.003673659305391998,0.5,567.95852,102.0988978715501,0.0,0.0
Albania,earthquake,50.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,359.96348493270347,0.015454328225874404,0.00784845673945532,0.5,567.95852,216.332389560857,0.0,0.0
Albania,earthquake,100.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,621.2596039573461,0.02667256606549561,0.013701743696710813,0.5,567.95852,373.36724497722497,0.0,0.0
Albania,earthquake,250.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,1231.286817411501,0.052862891412519555,0.0279066731380407,0.5,567.95852,739.9840000304779,0.0,0.0
Albania,earthquake,500.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,1970.0047032929706,0.08457829909302525,0.04619635901641145,0.5,567.95852,1183.9418239579786,0.0,0.0
Albania,earthquake,1000.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,3000.794855904878,0.12883325832435338,0.0739429389123309,0.5,567.95852,1803.4304837369666,0.0,0.0
Albania,earthquake,1500.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,3757.415305202292,0.16131727755212827,0.09617300633145864,0.5,567.95852,2258.1474665379296,0.0,0.0
Albania,earthquake,2000.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,2.650589121277293e-11,1.1379786002407857e-15,5.689893001203934e-16,0.5,567.95852,1.5929623485480194e-11,0.0,0.0
Albania,flood,1.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,1,0.1852799860314327,1.0,0.183943312911,1.118347494599629,14.345998093356092,0.0006132158939594278,0.00030679607921169094,0.5,567.95852,8.583903338796487,0.0,0.0
