country,hazard,rp,gdp_pc_pp,pop,urbanization_rate,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,aid,need
Albania,earthquake,20.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,148.79183073172544,0.007293729258064201,0.0036736593053919974,0.5,87.15823135086856,0,0.0
Albania,earthquake,50.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,315.2677742890509,0.015454328225874404,0.00784845673945532,0.5,87.15823135086856,0,0.0
Albania,earthquake,100.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,544.1194476488279,0.02667256606549561,0.013701743696710813,0.5,87.15823135086856,0,0.0
Albania,earthquake,250.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1078.4012009144362,0.052862891412519555,0.0279066731380407,0.5,87.15823135086856,0,0.0
Albania,earthquake,500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1725.3944473347067,0.08457829909302525,0.04619635901641145,0.5,87.15823135086856,0,0.0
Albania,earthquake,1000.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,2628.194122234461,0.12883325832435338,0.0739429389123309,0.5,87.15823135086856,0,0.0
Albania,earthquake,1500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,3290.8670182816054,0.16131727755212827,0.09617300633145864,0.5,87.15823135086856,0,0.0
Albania,earthquake,2000.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,2.321472504290513e-11,1.1379786002407857e-15,5.689893001203934e-16,0.5,87.15823135086856,0,0.0
Albania,flood,20.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,274.3678790001878,0.013387746100884435,0.006784704957786475,0.5,87.15823135086856,0,0.0
Albania,flood,50.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,613.4505782153493,0.02993324370372897,0.015428445263919016,0.5,87.15823135086856,0,0.0
Albania,flood,100.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,741.1692924714862,0.03616526228047861,0.01876113241469556,0.5,87.15823135086856,0,0.0
Albania,flood,250.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1306.2413910201508,0.06373788416184066,0.03403848296520111,0.5,87.15823135086856,0,0.0
Albania,flood,500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1526.17323419747,0.0744694307506287,0.04023067050666154,0.5,87.15823135086856,0,0.0
Albania,flood,1000.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1778.7316282167371,0.08679298577863824,0.047520980690583914,0.5,87.15823135086856,0,0.0
Albania,flood,1500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1900.5206711388116,0.09273566678944759,0.05110730323834192,0.5,87.15823135086856,0,0.0
Albania,flood,2000.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,1.1722908869944656e-11,5.717648576819557e-16,2.85882428840978e-16,0.5,87.15823135086856,0,0.0
Albania,surge,20.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,0.0,0.0,0.0,0.5,87.15823135086856,0,0.0
Albania,surge,50.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,0.0,0.0,0.0,0.5,87.15823135086856,0,0.0
Albania,surge,100.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,0.0,0.0,0.0,0.5,87.15823135086856,0,0.0
Albania,surge,250.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,0.0,0.0,0.0,0.5,87.15823135086856,0,0.0
Albania,surge,500.0,9960.94072581355,2897366.0,0.57407,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,20.0,0.1958497991597081,1.118347494599629,0.0,0.0,0.0,0.5,87.15823135086856,0,0.0
