country,hazard,rp,gdp_pc_pp,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,aid,need
Albania,earthquake,20.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,171.376776047,0.00695247639774,0.00350057586998,0.5,99.9654977884,0,0.0
Albania,earthquake,50.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,363.121916596,0.0147312641355,0.00747575945489,0.5,99.9654977884,0,0.0
Albania,earthquake,100.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,626.710729101,0.0254246325132,0.0130439539934,0.5,99.9654977884,0,0.0
Albania,earthquake,250.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,1242.09051121,0.0503895869805,0.0265317156855,0.5,99.9654977884,0,0.0
Albania,earthquake,500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,1987.29013777,0.0806211208834,0.043845427992,0.5,99.9654977884,0,0.0
Albania,earthquake,1000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,3027.12476402,0.122805516362,0.0699990245337,0.5,99.9654977884,0,0.0
Albania,earthquake,1500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,3790.38403667,0.153769700663,0.0908557048734,0.5,99.9654977884,0,0.0
Albania,earthquake,2000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,2.66825474801e-11,1.08246744901e-15,5.41233724505e-16,0.5,99.9654977884,0,0.0
Albania,flood,20.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,316.919385928,0.0127613715141,0.0064631646017,0.5,99.9654977884,0,0.0
Albania,flood,50.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,708.59016461,0.0285327523129,0.014685390774,0.5,99.9654977884,0,0.0
Albania,flood,100.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,856.116677701,0.0344731924543,0.0178520120751,0.5,99.9654977884,0,0.0
Albania,flood,250.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,1508.82538081,0.0607557697301,0.0323429028213,0.5,99.9654977884,0,0.0
Albania,flood,500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,1762.86628727,0.0709852177573,0.0382045684924,0.5,99.9654977884,0,0.0
Albania,flood,1000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,2054.59377168,0.0827321886739,0.0450970739692,0.5,99.9654977884,0,0.0
Albania,flood,1500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,2195.27098519,0.0883968285317,0.0484842699644,0.5,99.9654977884,0,0.0
Albania,flood,2000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,1.35253764434e-11,5.44009282066e-16,2.72004641033e-16,0.5,99.9654977884,0,0.0
Albania,surge,20.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,surge,50.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,surge,100.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,surge,250.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,surge,500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,surge,1000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,surge,1500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,surge,2000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,tsunami,20.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,tsunami,50.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,tsunami,100.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,tsunami,250.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,tsunami,500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,tsunami,1000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,tsunami,1500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,tsunami,2000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,wind,20.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,wind,50.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,wind,100.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,wind,250.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,wind,500.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
Albania,wind,1000.0,11424.6283187,2876101.0,0.58376,4146.89625046,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.183943312586,1.19006396095,0.0,0.0,0.0,0.5,99.9654977884,0,0.0
